FF:30:2D:02:C6:4A,name
datetime,value
2023-01-26 12:03:07.348000,22.375
2023-01-26 12:03:08.348000,22.5
2023-01-26 12:03:09.349000,22.625
2023-01-26 12:03:10.348000,22.5
2023-01-26 12:03:11.348000,22.625
2023-01-26 12:03:12.349000,22.375
2023-01-26 12:03:13.348000,22.5
2023-01-26 12:03:14.348000,22.625
2023-01-26 12:03:15.347000,22.625
2023-01-26 12:03:16.348000,22.5
2023-01-26 12:03:17.348000,22.625
2023-01-26 12:03:18.347000,22.625
2023-01-26 12:03:19.348000,22.5
2023-01-26 12:03:20.348000,22.5
2023-01-26 12:03:21.347000,22.625
2023-01-26 12:03:22.348000,22.5
2023-01-26 12:03:23.347000,22.625
2023-01-26 12:03:24.347000,22.5
2023-01-26 12:03:25.348000,22.5
2023-01-26 12:03:26.347000,22.375
2023-01-26 12:03:27.347000,22.5
2023-01-26 12:03:28.348000,22.375
2023-01-26 12:03:29.347000,22.5
2023-01-26 12:03:30.347000,22.625
2023-01-26 12:03:31.346000,22.5
2023-01-26 12:03:32.347000,22.625
2023-01-26 12:03:33.347000,22.625
2023-01-26 12:03:34.346000,22.5
2023-01-26 12:03:35.347000,22.375
2023-01-26 12:03:36.347000,22.375
2023-01-26 12:03:37.346000,22.5
2023-01-26 12:03:38.347000,22.375
2023-01-26 12:03:39.346000,22.625
2023-01-26 12:03:40.346000,22.625
2023-01-26 12:03:41.347000,22.625
2023-01-26 12:03:42.346000,22.5
2023-01-26 12:03:43.346000,22.625
2023-01-26 12:03:44.347000,22.625
2023-01-26 12:03:45.346000,22.625
2023-01-26 12:03:46.346000,22.625
2023-01-26 12:03:47.345000,22.625
2023-01-26 12:03:48.346000,22.625
2023-01-26 12:03:49.346000,22.625
2023-01-26 12:03:50.345000,22.5
2023-01-26 12:03:51.346000,22.625
2023-01-26 12:03:52.346000,22.625
2023-01-26 12:03:53.345000,22.625
2023-01-26 12:03:54.346000,22.5
2023-01-26 12:03:55.345000,22.625
2023-01-26 12:03:56.345000,22.625
2023-01-26 12:03:57.346000,22.625
2023-01-26 12:03:58.345000,22.625
2023-01-26 12:03:59.345000,22.625
2023-01-26 12:04:00.346000,22.625
2023-01-26 12:04:01.345000,22.5
2023-01-26 12:04:02.345000,22.625
2023-01-26 12:04:03.344000,22.5
2023-01-26 12:04:04.345000,22.625
2023-01-26 12:04:05.345000,22.625
2023-01-26 12:04:06.344000,22.625
2023-01-26 12:04:07.345000,22.625
2023-01-26 12:04:08.345000,22.625
2023-01-26 12:04:09.344000,22.625
2023-01-26 12:04:10.345000,22.625
2023-01-26 12:04:11.344000,22.625
2023-01-26 12:04:12.344000,22.625
2023-01-26 12:04:13.345000,22.625
2023-01-26 12:04:14.344000,22.625
2023-01-26 12:04:15.344000,22.625
2023-01-26 12:04:16.345000,22.625
2023-01-26 12:04:17.344000,22.625
2023-01-26 12:04:18.344000,22.625
2023-01-26 12:04:19.343000,22.625
2023-01-26 12:04:20.344000,22.625
2023-01-26 12:04:21.344000,22.625
2023-01-26 12:04:22.343000,22.5
2023-01-26 12:04:23.344000,22.625
2023-01-26 12:04:24.344000,22.625
2023-01-26 12:04:25.343000,22.625
2023-01-26 12:04:26.344000,22.625
2023-01-26 12:04:27.343000,22.625
2023-01-26 12:04:28.343000,22.625
2023-01-26 12:04:29.344000,22.625
2023-01-26 12:04:30.343000,22.75
2023-01-26 12:04:31.343000,22.75
2023-01-26 12:04:32.344000,22.625
2023-01-26 12:04:33.343000,22.75
2023-01-26 12:04:34.343000,22.75
2023-01-26 12:04:35.342000,22.625
2023-01-26 12:04:36.343000,22.625
2023-01-26 12:04:37.343000,22.75
2023-01-26 12:04:38.342000,22.625
2023-01-26 12:04:39.343000,22.875
2023-01-26 12:04:40.343000,22.625
2023-01-26 12:04:41.342000,22.75
2023-01-26 12:04:42.343000,22.875
2023-01-26 12:04:43.342000,22.625
2023-01-26 12:04:44.342000,22.625
2023-01-26 12:04:45.343000,22.625
2023-01-26 12:04:46.342000,22.625
2023-01-26 12:04:47.342000,22.75
2023-01-26 12:04:48.343000,22.75
2023-01-26 12:04:49.342000,22.75
2023-01-26 12:04:50.342000,22.75
2023-01-26 12:04:51.341000,22.625
2023-01-26 12:04:52.342000,22.875
2023-01-26 12:04:53.342000,22.75
2023-01-26 12:04:54.341000,22.75
2023-01-26 12:04:55.342000,22.625
2023-01-26 12:04:56.342000,22.75
2023-01-26 12:04:57.341000,22.875
2023-01-26 12:04:58.342000,22.75
2023-01-26 12:04:59.341000,22.75
2023-01-26 12:05:00.341000,22.75
2023-01-26 12:05:01.342000,23.0
2023-01-26 12:05:02.341000,22.625
2023-01-26 12:05:03.341000,22.625
2023-01-26 12:05:04.342000,22.75
2023-01-26 12:05:05.341000,22.875
2023-01-26 12:05:06.341000,22.625
2023-01-26 12:05:07.340000,22.75
2023-01-26 12:05:08.341000,22.875
2023-01-26 12:05:09.341000,22.625
2023-01-26 12:05:10.340000,23.0
2023-01-26 12:05:11.341000,22.75
2023-01-26 12:05:12.341000,22.625
2023-01-26 12:05:13.340000,22.875
2023-01-26 12:05:14.341000,23.0
2023-01-26 12:05:15.340000,22.75
2023-01-26 12:05:16.340000,22.75
2023-01-26 12:05:17.341000,22.75
2023-01-26 12:05:18.340000,22.875
2023-01-26 12:05:19.340000,22.875
2023-01-26 12:05:20.341000,22.75
2023-01-26 12:05:21.340000,22.75
2023-01-26 12:05:22.340000,22.875
2023-01-26 12:05:23.339000,22.75
2023-01-26 12:05:24.340000,22.875
2023-01-26 12:05:25.340000,22.75
2023-01-26 12:05:26.339000,22.75
2023-01-26 12:05:27.340000,22.75
2023-01-26 12:05:28.340000,22.75
2023-01-26 12:05:29.339000,22.875
2023-01-26 12:05:30.340000,23.0
2023-01-26 12:05:31.339000,22.75
2023-01-26 12:05:32.339000,23.0
2023-01-26 12:05:33.340000,22.75
2023-01-26 12:05:34.339000,23.125
2023-01-26 12:05:35.339000,22.875
2023-01-26 12:05:36.340000,22.75
2023-01-26 12:05:37.339000,22.75
